path,label
/USERSPACE/DATASETS/CodecFake/train/SSB11310445.wav,0
/USERSPACE/DATASETS/CodecFake/train/p339_021.wav,0
/USERSPACE/DATASETS/CodecFake/train/p237_054.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB09150193.wav,0
/USERSPACE/DATASETS/CodecFake/train/p260_247.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB02990255.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB12030424.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB18780240.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB11380106.wav,0
/USERSPACE/DATASETS/CodecFake/train/p295_222.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB07860238.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB01930390.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB07490271.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB07200407.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05350378.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB16240262.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB12210059.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB01450483.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB04700495.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05340436.wav,0
/USERSPACE/DATASETS/CodecFake/train/p232_037.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB10960176.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB02000055.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03380153.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB02000158.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03160154.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB00330036.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB09970170.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB04700068.wav,0
/USERSPACE/DATASETS/CodecFake/train/p232_369.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB19350013.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB19390447.wav,0
/USERSPACE/DATASETS/CodecFake/train/p326_170.wav,0
/USERSPACE/DATASETS/CodecFake/train/p229_156.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB19020060.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03790301.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB13410224.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05700181.wav,0
/USERSPACE/DATASETS/CodecFake/train/p279_369.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB00180390.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06090460.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05350364.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB00050210.wav,0
/USERSPACE/DATASETS/CodecFake/train/p288_281.wav,0
/USERSPACE/DATASETS/CodecFake/train/p243_025.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05780445.wav,0
/USERSPACE/DATASETS/CodecFake/train/p294_044.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05700164.wav,0
/USERSPACE/DATASETS/CodecFake/train/p248_068.wav,0
/USERSPACE/DATASETS/CodecFake/train/p300_047.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03070416.wav,0
/USERSPACE/DATASETS/CodecFake/train/p333_144.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06930021.wav,0
/USERSPACE/DATASETS/CodecFake/train/p273_335.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05340080.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB04150033.wav,0
/USERSPACE/DATASETS/CodecFake/train/p261_288.wav,0
/USERSPACE/DATASETS/CodecFake/train/p280_018.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03790279.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB16070396.wav,0
/USERSPACE/DATASETS/CodecFake/train/p316_414.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03070108.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB18320310.wav,0
/USERSPACE/DATASETS/CodecFake/train/p278_012.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03090032.wav,0
/USERSPACE/DATASETS/CodecFake/train/p351_124.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB12030142.wav,0
/USERSPACE/DATASETS/CodecFake/train/p351_209.wav,0
/USERSPACE/DATASETS/CodecFake/train/p307_145.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB09660403.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB12390402.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB16500322.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03930315.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB09660018.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB07940049.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB02990228.wav,0
/USERSPACE/DATASETS/CodecFake/train/p261_232.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06230131.wav,0
/USERSPACE/DATASETS/CodecFake/train/p239_326.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB17390154.wav,0
/USERSPACE/DATASETS/CodecFake/train/p313_319.wav,0
/USERSPACE/DATASETS/CodecFake/train/p232_130.wav,0
/USERSPACE/DATASETS/CodecFake/train/p239_472.wav,0
/USERSPACE/DATASETS/CodecFake/train/p226_168.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB10560376.wav,0
/USERSPACE/DATASETS/CodecFake/train/p294_242.wav,0
/USERSPACE/DATASETS/CodecFake/train/p231_058.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05440234.wav,0
/USERSPACE/DATASETS/CodecFake/train/p374_172.wav,0
/USERSPACE/DATASETS/CodecFake/train/p246_288.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03070330.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB13660262.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB09350419.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB07200387.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB00120383.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06680348.wav,0
/USERSPACE/DATASETS/CodecFake/train/p314_156.wav,0
/USERSPACE/DATASETS/CodecFake/train/p268_061.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB12180285.wav,0
/USERSPACE/DATASETS/CodecFake/train/p231_281.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06680438.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB14310307.wav,0
/USERSPACE/DATASETS/CodecFake/train/p253_227.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB18280301.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06290167.wav,0
/USERSPACE/DATASETS/CodecFake/train/p316_280.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB04260438.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB02730017.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06660181.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05700474.wav,0
/USERSPACE/DATASETS/CodecFake/train/p268_303.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05020284.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB13400138.wav,0
/USERSPACE/DATASETS/CodecFake/train/p270_436.wav,0
/USERSPACE/DATASETS/CodecFake/train/p256_287.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB01220192.wav,0
/USERSPACE/DATASETS/CodecFake/train/p274_060.wav,0
/USERSPACE/DATASETS/CodecFake/train/p376_265.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB05650334.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03930031.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03090314.wav,0
/USERSPACE/DATASETS/CodecFake/train/p318_343.wav,0
/USERSPACE/DATASETS/CodecFake/train/p238_420.wav,0
/USERSPACE/DATASETS/CodecFake/train/p265_284.wav,0
/USERSPACE/DATASETS/CodecFake/train/p275_097.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB16250272.wav,0
/USERSPACE/DATASETS/CodecFake/train/p246_042.wav,0
/USERSPACE/DATASETS/CodecFake/train/p351_285.wav,0
/USERSPACE/DATASETS/CodecFake/train/p336_045.wav,0
/USERSPACE/DATASETS/CodecFake/train/p238_001.wav,0
/USERSPACE/DATASETS/CodecFake/train/p254_196.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB01490067.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03850125.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB17810138.wav,0
/USERSPACE/DATASETS/CodecFake/train/p304_124.wav,0
/USERSPACE/DATASETS/CodecFake/train/p240_154.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB11000127.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB00330479.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB11250041.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB10200375.wav,0
/USERSPACE/DATASETS/CodecFake/train/p274_081.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06320142.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03790062.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB16860399.wav,0
/USERSPACE/DATASETS/CodecFake/train/p273_043.wav,0
/USERSPACE/DATASETS/CodecFake/train/p241_303.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB10910042.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB07840099.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06030205.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB10910057.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB03950305.wav,0
/USERSPACE/DATASETS/CodecFake/train/p273_385.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB06010094.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB13280287.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB01390189.wav,0
/USERSPACE/DATASETS/CodecFake/train/p252_291.wav,0
/USERSPACE/DATASETS/CodecFake/train/p360_398.wav,0
/USERSPACE/DATASETS/CodecFake/train/p272_201.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB13400201.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB11080042.wav,0
/USERSPACE/DATASETS/CodecFake/train/p323_367.wav,0
/USERSPACE/DATASETS/CodecFake/train/p249_344.wav,0
/USERSPACE/DATASETS/CodecFake/train/SSB07580123.wav,0
